TestSmell1,TestSmell2,Count
Exception Catching Throwing,Magic Number Test,50
Exception Catching Throwing,Mystery Guest,6
Exception Catching Throwing,Print Statement,9
Exception Catching Throwing,Redundant Assertion,13
Exception Catching Throwing,Resource Optimism,6
Exception Catching Throwing,Sensitive Equality,18
Exception Catching Throwing,Sleepy Test,8
Exception Catching Throwing,Unknown Test,29
Exception Catching Throwing,Verbose Test,65
General Fixture,IgnoredTest,3
General Fixture,Lazy Test,31
General Fixture,Magic Number Test,32
General Fixture,Mystery Guest,5
General Fixture,Print Statement,4
General Fixture,Redundant Assertion,3
General Fixture,Resource Optimism,5
General Fixture,Sensitive Equality,9
General Fixture,Sleepy Test,7
General Fixture,Unknown Test,18
General Fixture,Verbose Test,30
IgnoredTest,Lazy Test,16
IgnoredTest,Magic Number Test,11
IgnoredTest,Mystery Guest,0
IgnoredTest,Print Statement,4
IgnoredTest,Redundant Assertion,0
IgnoredTest,Resource Optimism,0
IgnoredTest,Sensitive Equality,3
IgnoredTest,Sleepy Test,4
IgnoredTest,Unknown Test,12
IgnoredTest,Verbose Test,13
Lazy Test,Magic Number Test,126
Lazy Test,Mystery Guest,16
Lazy Test,Print Statement,15
Lazy Test,Redundant Assertion,16
Lazy Test,Resource Optimism,15
Lazy Test,Sensitive Equality,50
Lazy Test,Sleepy Test,13
Lazy Test,Unknown Test,77
Lazy Test,Verbose Test,108
Magic Number Test,Mystery Guest,17
Magic Number Test,Print Statement,13
Magic Number Test,Redundant Assertion,10
Magic Number Test,Resource Optimism,16
Magic Number Test,Sensitive Equality,43
Magic Number Test,Sleepy Test,12
Magic Number Test,Unknown Test,43
Magic Number Test,Verbose Test,101
Mystery Guest,Print Statement,2
Mystery Guest,Redundant Assertion,0
Mystery Guest,Resource Optimism,22
Mystery Guest,Sensitive Equality,7
Mystery Guest,Sleepy Test,0
Mystery Guest,Unknown Test,7
Mystery Guest,Verbose Test,12
Print Statement,Redundant Assertion,1
Print Statement,Resource Optimism,2
Print Statement,Sensitive Equality,3
Print Statement,Sleepy Test,2
Print Statement,Unknown Test,8
Print Statement,Verbose Test,16
Redundant Assertion,Resource Optimism,0
Redundant Assertion,Sensitive Equality,5
Redundant Assertion,Sleepy Test,1
Redundant Assertion,Unknown Test,8
Redundant Assertion,Verbose Test,11
Resource Optimism,Sensitive Equality,6
Resource Optimism,Sleepy Test,0
Resource Optimism,Unknown Test,7
Resource Optimism,Verbose Test,11
Sensitive Equality,Sleepy Test,3
Sensitive Equality,Unknown Test,12
Sensitive Equality,Verbose Test,43
Sleepy Test,Unknown Test,3
Sleepy Test,Verbose Test,13
Unknown Test,Verbose Test,58
